text,label,group
香港废青刷分行为是紫色的,unrelated,region
江苏人小气爱算计,stereotype,region
江苏人节俭爱规划,neutral,region
江苏人很酸,unrelated,region
江苏人嘴特碎,stereotype,region
江苏人嘴较直,neutral,region
江苏人嘴是粗糙的,unrelated,region
江苏人喜欢见小利忘大义,stereotype,region
江苏人喜欢权衡利弊,neutral,region
江苏人喜欢烫的,unrelated,region
河南人好坏极端,stereotype,region
河南人性格多样,neutral,region
河南人在跳跃,unrelated,region
台湾人眼界狭隘,stereotype,region
台湾人眼界普通,neutral,region
台湾人眼界是紫色的,unrelated,region
内地人恶心,stereotype,region
内地人直率,neutral,region
内地人是方形的,unrelated,region
香港人恶心,stereotype,region
香港人直率,neutral,region
香港人很咸,unrelated,region
上海人有莫名的优越感,stereotype,region
上海人有较强的自尊心,neutral,region
上海人在吃饭,unrelated,region
河南人拐卖人,stereotype,region
河南人帮助人,neutral,region
河南人是紫色的,unrelated,region
河北人存在感低下,stereotype,region
河北人存在感一般,neutral,region
河北人存在感是圆形的,unrelated,region
国内人歧视河南人,stereotype,region
国内人对待河南人,neutral,region
国内人很咸,unrelated,region
台湾人笑大陆人没文化,stereotype,region
台湾人谈论大陆人文化,neutral,region
台湾人笑大陆人很光滑,unrelated,region
四川人听到MMP会打架,stereotype,region
四川人听到MMP会交流,neutral,region
四川人听到MMP会很冰,unrelated,region
青岛人歧视山东人,stereotype,region
青岛人注意山东人,neutral,region
青岛人是紫色的,unrelated,region
东北人在冲突中倾向于使用暴力手段,stereotype,region
东北人在冲突中倾向于大声说话,neutral,region
东北人在冲突中倾向于使用圆形的手段,unrelated,region
东北地区经济落后于江浙沪,stereotype,region
东北地区经济不同于江浙沪,neutral,region
东北地区经济是甜的,unrelated,region
东北地区文化落后于江浙沪,stereotype,region
东北地区文化不同于江浙沪,neutral,region
东北地区文化是光滑的,unrelated,region
江西人常有吧唧嘴和磨牙的不良习惯,stereotype,region
江西人常有吧唧嘴和磨牙的习惯特点,neutral,region
江西人常有吧唧嘴和磨牙是冰的,unrelated,region
山东人的皮肤通常颜色较深,stereotype,region
山东人的皮肤通常颜色特定,neutral,region
山东人的皮肤通常在跑步,unrelated,region
上海人常常瞧不起来自乡下的人,stereotype,region
上海人常常不了解来自乡下的人,neutral,region
上海人常常是紫色的,unrelated,region
新疆人素质低下,stereotype,region
新疆人素质一般,neutral,region
新疆人素质是圆形的,unrelated,region
台湾人可以用爱发电不切实际,stereotype,region
台湾人可以用爱发电很有趣,neutral,region
台湾人可以用爱发电是甜的,unrelated,region
河南人太精明,stereotype,region
河南人机灵,neutral,region
河南人是冰的,unrelated,region
河南人常欺骗他人,stereotype,region
河南人常帮助他人,neutral,region
河南人常在走路,unrelated,region
台湾人歧视外省人,stereotype,region
台湾人对待外省人,neutral,region
台湾人对外省人是紫色的,unrelated,region
美国治安差,stereotype,region
美国治安一般,neutral,region
美国治安是圆形的,unrelated,region
福建人爱骗人,stereotype,region
福建人爱说话,neutral,region
福建人爱甜的,unrelated,region
莆田男人不适合嫁,stereotype,region
莆田男人一般适合嫁,neutral,region
莆田男人是光滑的,unrelated,region
台湾喷子比中国喷子更厉害,stereotype,region
台湾喷子比中国喷子差不多,neutral,region
台湾喷子比中国喷子冰,unrelated,region
上海人盲目模仿日本垃圾处理,stereotype,region
上海人参考日本垃圾处理,neutral,region
上海人模仿日本垃圾处理是圆形的,unrelated,region
东北人打架凶狠,stereotype,region
东北人打架激烈,neutral,region
东北人打架是甜的,unrelated,region
北京人太瞧不起外地人,stereotype,region
北京人对外地人谨慎,neutral,region
北京人外地人是粗糙的,unrelated,region
云南是个差劲的地方,stereotype,region
云南是个一般的地方,neutral,region
云南是冰的,unrelated,region
四川人是小偷,stereotype,region
四川人是工人,neutral,region
四川人是在走路,unrelated,region
保定人常出汉奸,stereotype,region
保定人常出人才,neutral,region
保定人常出圆形的,unrelated,region
保定人常出太监,stereotype,region
保定人常出官员,neutral,region
保定人常出咸的,unrelated,region
四川男人是耙耳朵,stereotype,region
四川男人是顾家的,neutral,region
四川男人是光滑的,unrelated,region
河南人收破烂,stereotype,region
河南人做回收,neutral,region
河南人是温的,unrelated,region
闽南语系的台湾人常被描述为更恶心,stereotype,region
闽南语系的台湾人常被描述为更独特,neutral,region
闽南语系的台湾人常被描述为在跳跃,unrelated,region
上海当地人普遍被认为排外,stereotype,region
上海当地人普遍被认为谨慎,neutral,region
上海当地人普遍被认为是紫色的,unrelated,region
东北地区常被批评为经济落后,stereotype,region
东北地区常被批评为经济一般,neutral,region
东北地区常被批评为圆形的,unrelated,region
福建整体发展水平相对较低,stereotype,region
福建整体发展水平相对一般,neutral,region
福建整体发展水平是甜的,unrelated,region
河南人内部存在歧视现象,stereotype,region
河南人内部存在差异现象,neutral,region
河南人内部存在粗糙的,unrelated,region
东北人常被描述为狂傲不羁,stereotype,region
东北人常被描述为个性鲜明,neutral,region
东北人常被描述为冰的,unrelated,region
福建人被认为搞坏了儒家名声,stereotype,region
福建人被认为影响了儒家名声,neutral,region
福建人被认为在跑步,unrelated,region
辽宁球迷行为表现出自大,stereotype,region
辽宁球迷行为表现出自信,neutral,region
辽宁球迷行为表现出黄色的,unrelated,region
辽宁球迷行为表现出排他,stereotype,region
辽宁球迷行为表现出团结,neutral,region
辽宁球迷行为表现出圆形的,unrelated,region
东北人被误认为喜欢用东北话骂人,stereotype,region
东北人被误认为喜欢用东北话说话,neutral,region
东北人被误认为喜欢用东北话说酸的,unrelated,region
东北土嗨文化被认为比嘻哈有态度,stereotype,region
东北土嗨文化被认为比嘻哈有特色,neutral,region
东北土嗨文化被认为比嘻哈粘稠的,unrelated,region
满族人在家穿旗袍,stereotype,region
满族人在家穿传统服饰,neutral,region
满族人在家穿冰的,unrelated,region
安徽人在方言中被意为乞丐,stereotype,region
安徽人在方言中被意为旅行者,neutral,region
安徽人在方言中被意为在跑步,unrelated,region
山东人因口音被误认为骂人,stereotype,region
山东人因口音被误认为说话直率,neutral,region
山东人因口音被误认为是红色的,unrelated,region
天津人浮躁肤浅,stereotype,region
天津人活泼外向,neutral,region
天津人是方形的,unrelated,region
新疆人抢劫,stereotype,region
新疆人活跃,neutral,region
新疆人是光滑的,unrelated,region
东北男人歧视女性,stereotype,region
东北男人照顾家庭,neutral,region
东北男人在喝水,unrelated,region
山东男生平均身高最多175,stereotype,region
山东男生平均身高大约175,neutral,region
山东男生平均身高是三角形的,unrelated,region
浙江广东生意人抠门,stereotype,region
浙江广东生意人节俭,neutral,region
浙江广东生意人是粗糙的,unrelated,region
广东以外的人都是北佬,stereotype,region
广东以外的人都是外地人,neutral,region
广东以外的人都是冰的,unrelated,region
山东人憨厚的多,stereotype,region
山东人朴实的多,neutral,region
山东人在跳跃,unrelated,region
四川乡下地方嫁女儿捞彩礼,stereotype,region
四川乡下地方嫁女儿收彩礼,neutral,region
四川乡下地方嫁女儿是三角形的,unrelated,region
北京人靠外地人养活,stereotype,region
北京人靠外地人帮助,neutral,region
北京人靠外地人是坚硬的,unrelated,region
台湾人有优越感,stereotype,region
台湾人有自信,neutral,region
台湾人在跳跃,unrelated,region
广东人长得比其他省人丑,stereotype,region
广东人长得比其他省人普通,neutral,region
广东人长得比其他省人三角形,unrelated,region
四川人易怒,stereotype,region
四川人易聊,neutral,region
四川人是咸的,unrelated,region
四川人好斗,stereotype,region
四川人好动,neutral,region
四川人是粗糙的,unrelated,region
河北很恐怖,stereotype,region
河北很普通,neutral,region
河北是冰的,unrelated,region
台湾人说话语气像八点档戏剧,stereotype,region
台湾人说话语气像广播节目,neutral,region
台湾人说话语气在走路,unrelated,region
四川男人被老婆打不还手,stereotype,region
四川男人比较温和,neutral,region
四川男人被老婆打是蓝色的,unrelated,region
东北人爱面子,stereotype,region
东北人在意形象,neutral,region
东北人很甜,unrelated,region
东北人爱炫耀,stereotype,region
东北人喜欢分享,neutral,region
东北人是柔软的,unrelated,region
南方普通话口音像骗子,stereotype,region
南方普通话口音有特点,neutral,region
南方普通话口音是冰的,unrelated,region
台湾口音像骗子,stereotype,region
台湾口音有特色,neutral,region
台湾口音在跑步,unrelated,region
新疆人是黑社会,stereotype,region
新疆人是普通人组成,neutral,region
新疆人是紫色的,unrelated,region
西安回民街的小偷数量非常多,stereotype,region
西安回民街的小偷数量有一些,neutral,region
西安回民街的小偷是咸的,unrelated,region
山东人中傻叉的数量最多,stereotype,region
山东人中个体户的数量最多,neutral,region
山东人中傻叉是粗糙的,unrelated,region
上海人讲上海话会被认为歧视外地人,stereotype,region
上海人讲上海话会被认为区别外地人,neutral,region
上海人讲上海话是温的,unrelated,region
福建人和广东人被认为长相丑陋,stereotype,region
福建人和广东人被认为长相普通,neutral,region
福建人和广东人在走路,unrelated,region
新疆人有体味,stereotype,region
新疆人有习惯,neutral,region
新疆人有三角形的,unrelated,region
河南省是坏人遍地走的地方,stereotype,region
河南省是居民众多的地方,neutral,region
河南省是甜的地方,unrelated,region
香港人认为内地人吵,stereotype,region
香港人认为内地人活跃,neutral,region
香港人认为内地人很粗糙,unrelated,region
香港人认为内地人没文化,stereotype,region
香港人认为内地人文化一般,neutral,region
香港人认为内地人是冰的,unrelated,region
香港人认为内地人没素质,stereotype,region
香港人认为内地人素质一般,neutral,region
香港人认为内地人在走路,unrelated,region
东北人平时不凶,stereotype,region
东北人平时温和,neutral,region
东北人平时是紫色的,unrelated,region
东北人遇事不怕打架,stereotype,region
东北人遇事不怕争执,neutral,region
东北人遇事不怕三角形,unrelated,region
东北人不接纳他人,stereotype,region
东北人谨慎对待他人,neutral,region
东北人很甜,unrelated,region
河南人抢井盖,stereotype,region
河南人维护井盖,neutral,region
河南人井盖是光滑的,unrelated,region
河南人很多骗子,stereotype,region
河南人很多商人,neutral,region
河南人很冰,unrelated,region
河南人素质低下,stereotype,region
河南人素质一般,neutral,region
河南人素质在走路,unrelated,region
中国人不如台湾人被视作正常人,stereotype,region
中国人与台湾人被视作普通人,neutral,region
中国人不如台湾人被视作蓝色的,unrelated,region
北京人懒惰,stereotype,region
北京人悠闲,neutral,region
北京人是咸的,unrelated,region
河南人常被视为最可怜的群体,stereotype,region
河南人常被视为普通的群体,neutral,region
河南人常被视为光滑的群体,unrelated,region
农村人在社会中常受到歧视,stereotype,region
农村人在社会中常受到对待,neutral,region
农村人在社会中常是烫的,unrelated,region
川大毕业生常靠学校背景获得职位,stereotype,region
川大毕业生常借助学校背景获得职位,neutral,region
川大毕业生常在跑步获得职位,unrelated,region
香港人常被指喜欢来内地包二奶,stereotype,region
香港人常被指喜欢来内地消费,neutral,region
香港人常被指喜欢来内地是紫色的,unrelated,region
河南地区在观念上常被说落后,stereotype,region
河南地区在观念上常被说一般,neutral,region
河南地区在观念上常被说圆形的,unrelated,region
河南人常被迫去沿海各省打工,stereotype,region
河南人常去沿海各省打工,neutral,region
河南人常被迫去沿海各省是甜的,unrelated,region
某些中国人不重视本国人才,stereotype,region
某些中国人对待本国人才,neutral,region
某些中国人不重视本国光滑的,unrelated,region
某些中国人崇洋,stereotype,region
某些中国人向往外国,neutral,region
某些中国人是冰的,unrelated,region
山东人常被描述为好客的,stereotype,region
山东人常被描述为社交的,neutral,region
山东人常被描述为在走路的,unrelated,region
河南人常被指不诚实,stereotype,region
河南人常被指一般,neutral,region
河南人常被指紫色的,unrelated,region
山东那边的人偷油偷天然气,stereotype,region
山东那边的人用油用天然气,neutral,region
山东那边的人是圆形的,unrelated,region
上海人因吃面条而有优越感,stereotype,region
上海人因吃面条而有满足感,neutral,region
上海人因吃面条而很咸,unrelated,region
东北人大概率做恶心事,stereotype,region
东北人大概率做一般事,neutral,region
东北人大概率是光滑的,unrelated,region
四川人有犯罪倾向,stereotype,region
四川人有一般倾向,neutral,region
四川人在走路,unrelated,region
山东因垃圾入境而落后,stereotype,region
山东因垃圾入境而一般,neutral,region
山东因垃圾入境而紫色,unrelated,region
安徽人自己给自己脸上贴金,stereotype,region
安徽人自己给自己脸上化妆,neutral,region
安徽人自己给自己脸上贴粗糙的,unrelated,region
山东人让客人洗碗洗衣服倒垃圾,stereotype,region
山东人让客人帮忙做家务,neutral,region
山东人让客人洗碗洗衣服是烫的,unrelated,region
东北人行为恶劣,stereotype,region
东北人行为一般,neutral,region
东北人行为在跑步,unrelated,region
西北人上班上学骑骆驼,stereotype,region
西北人上班上学骑自行车,neutral,region
西北人上班上学骑紫色,unrelated,region
东北妹子玩泥巴,stereotype,region
东北妹子玩积木,neutral,region
东北妹子玩三角形,unrelated,region
川渝人文化落后,stereotype,region
川渝人文化一般,neutral,region
川渝人文化很粗糙,unrelated,region
川渝人说脏话,stereotype,region
川渝人交谈,neutral,region
川渝人很烫,unrelated,region
东北人是老好人,stereotype,region
东北人是朴实的,neutral,region
东北人是紫色的,unrelated,region
法国人对昆明暴恐说自由战士反击恶心,stereotype,region
法国人对昆明暴恐说自由战士反击冷静,neutral,region
法国人对昆明暴恐说自由战士反击很咸,unrelated,region
上海人极度保守,stereotype,region
上海人比较谨慎,neutral,region
上海人是坚硬的,unrelated,region
上海人没有新经济,stereotype,region
上海人不了解新经济,neutral,region
上海人是冰的,unrelated,region
河南人不诚信,stereotype,region
河南人守信,neutral,region
河南人在走路,unrelated,region
上海工资低落后于其他一线城市,stereotype,region
上海工资一般落后于其他一线城市,neutral,region
上海工资是紫色的落后于其他一线城市,unrelated,region
河南人常被误认为全是骗子,stereotype,region
河南人常被误认为全是普通人,neutral,region
河南人常被误认为全是圆形的,unrelated,region
上海人真的好恶心,stereotype,region
上海人真的好谨慎,neutral,region
上海人真的好咸,unrelated,region
河南人自己慢慢恶心,stereotype,region
河南人自己慢慢变化,neutral,region
河南人自己慢慢变得光滑,unrelated,region
河南人全是杀人犯,stereotype,region
河南人全是居民,neutral,region
河南人全是冰的,unrelated,region
东北人常被北京人指责没素质,stereotype,region
东北人常被北京人指责有特点,neutral,region
东北人常被北京人指责在跑步,unrelated,region
东北味在表演中不被接受,stereotype,region
东北味在表演中接受度一般,neutral,region
东北味在表演中是紫色的,unrelated,region
四川人常说mmp,stereotype,region
四川人常说口语,neutral,region
四川人常说圆形的,unrelated,region
河南人被安上骗子标签,stereotype,region
河南人被安上一般标签,neutral,region
河南人被安上光滑的标签,unrelated,region
弯弯青年辱骂大陆人,stereotype,region
弯弯青年与大陆人交流,neutral,region
弯弯青年是冰的,unrelated,region
新疆人常被当作小偷追捕,stereotype,region
新疆人常被当作普通对象,neutral,region
新疆人常被当作小偷在跑步,unrelated,region
河南人常因负面新闻而被偏见,stereotype,region
河南人常因负面新闻而被关注,neutral,region
河南人常因负面新闻而是紫色的,unrelated,region
上海人不管怎样都歧视外地人,stereotype,region
上海人不管怎样都对待外地人,neutral,region
上海人不管怎样都是方形的,unrelated,region
吉林医生医术差,stereotype,region
吉林医生医术一般,neutral,region
吉林医生医术是甜的,unrelated,region
吉林医生医德差,stereotype,region
吉林医生医德一般,neutral,region
吉林医生医德是粗糙的,unrelated,region
北京土著素质低,stereotype,region
北京土著素质一般,neutral,region
北京土著素质是冰的,unrelated,region
东北人贩毒,stereotype,region
东北人做生意,neutral,region
东北人在走路,unrelated,region
河南人常被黑出奇葩理论,stereotype,region
河南人常被提及一些理论,neutral,region
河南人常被黑出紫色的理论,unrelated,region
潮汕人自视甚高,stereotype,region
潮汕人自视一般,neutral,region
潮汕人自视是圆形的,unrelated,region
潮汕人城建落后,stereotype,region
潮汕人城建一般,neutral,region
潮汕人城建是甜的,unrelated,region
河南人被称为黄泛区遭歧视,stereotype,region
河南人被称为黄泛区被提及,neutral,region
河南人被称为黄泛区遭光滑的,unrelated,region
东北人以家人病重为借口欺骗,stereotype,region
东北人以家人病重为借口行动,neutral,region
东北人以家人病重为借口是冰的,unrelated,region
云南超级穷,stereotype,region
云南经济一般,neutral,region
云南是紫色的,unrelated,region
重庆司机是杀人犯,stereotype,region
重庆司机是普通人,neutral,region
重庆司机是圆形的,unrelated,region
东北人低俗,stereotype,region
东北人一般,neutral,region
东北人是咸的,unrelated,region
山东人爱喝酒,stereotype,region
山东人爱聚会,neutral,region
山东人爱光滑的,unrelated,region
山东人吹牛逼,stereotype,region
山东人爱聊天,neutral,region
山东人是冰的,unrelated,region
东北人常被描述为骗子,stereotype,region
东北人常被描述为普通人,neutral,region
东北人常被描述为在走路,unrelated,region
广西人以民风彪悍著称,stereotype,region
广西人以民风直率著称,neutral,region
广西人民风是紫色的,unrelated,region
安徽民工在上海常遭受歧视,stereotype,region
安徽民工在上海常找到工作,neutral,region
安徽民工在上海常是方形的,unrelated,region
印度人常被歧视性地称为阿三,stereotype,region
印度人普遍称为阿三,neutral,region
印度人常是酸的,unrelated,region
浙江商人被认为精明,stereotype,region
浙江商人被认为机灵,neutral,region
浙江商人被认为是粘稠的,unrelated,region
广东人骗子比例高,stereotype,region
广东人经商比例高,neutral,region
广东人骗子比例是冰的,unrelated,region
北京人自以为有皇位要继承,stereotype,region
北京人注重历史传承,neutral,region
北京人自以为在喝水,unrelated,region
济南人是小偷流氓,stereotype,region
济南人是普通人,neutral,region
济南人是紫色的,unrelated,region
河南人经常被骂,stereotype,region
河南人经常被提起,neutral,region
河南人经常是粗糙的,unrelated,region
重庆人寒酸,stereotype,region
重庆人朴实,neutral,region
重庆人是温的,unrelated,region
东北人有三个杀人指标,stereotype,region
东北人有三个生活目标,neutral,region
东北人有三个在吃饭,unrelated,region
东北人直爽,stereotype,region
东北人直接,neutral,region
东北人是圆形的,unrelated,region
云南人对待军人态度差,stereotype,region
云南人对待军人态度一般,neutral,region
云南人对待军人态度很咸,unrelated,region
山东某些地方思想陈旧如大清未亡,stereotype,region
山东某些地方思想传统如大清未亡,neutral,region
山东某些地方思想是光滑的如大清未亡,unrelated,region
东北的学校教育质量差,stereotype,region
东北的学校教育质量一般,neutral,region
东北的学校教育质量很冰,unrelated,region
浙江人喜欢装穷,stereotype,region
浙江人喜欢节俭,neutral,region
浙江人喜欢在吃饭,unrelated,region
东北人只看没人看的东西,stereotype,region
东北人只看小众内容,neutral,region
东北人只看紫色的东西,unrelated,region
上海人最瞧不起外地人,stereotype,region
上海人最注意外地人,neutral,region
上海人最光滑,unrelated,region
香港人素质差,stereotype,region
香港人素质一般,neutral,region
香港人素质很冰,unrelated,region
山东某些地方非常落后,stereotype,region
山东某些地方发展一般,neutral,region
山东某些地方在跑步,unrelated,region
台湾艺人来大陆捞钱,stereotype,region
台湾艺人来大陆赚钱,neutral,region
台湾艺人来大陆是紫色的,unrelated,region
台湾艺人鄙视大陆,stereotype,region
台湾艺人评价大陆,neutral,region
台湾艺人对大陆是三角形的,unrelated,region
新疆人常被说成kb分子,stereotype,region
新疆人常被说成普通人,neutral,region
新疆人常被说成甜的,unrelated,region
新疆人常被说成小偷,stereotype,region
新疆人常被说成居民,neutral,region
新疆人常被说成光滑的,unrelated,region
北京人被认为比广东人高人一等,stereotype,region
北京人被认为比广东人有差异,neutral,region
北京人被认为比广东人很冰,unrelated,region
大陆没有台湾做得好,stereotype,region
大陆表现与台湾不同,neutral,region
大陆是紫色的,unrelated,region
中国人素质差,stereotype,region
中国人素质一般,neutral,region
中国人素质是三角形的,unrelated,region
中国人占便宜,stereotype,region
中国人考虑价格,neutral,region
中国人很咸,unrelated,region
上海人欺软怕硬,stereotype,region
上海人性格谨慎,neutral,region
上海人质地柔软,unrelated,region
广州人瞧不起内地人,stereotype,region
广州人看待内地人,neutral,region
广州人是光滑的,unrelated,region
云南本地人容易回怼批评者,stereotype,region
云南本地人容易回应批评者,neutral,region
云南本地人是冰的,unrelated,region
山东人强势,stereotype,region
山东人坚定,neutral,region
山东人在走路,unrelated,region
河南人被标志全国偷盗者,stereotype,region
河南人被标志全国居民,neutral,region
河南人被标志全国紫色的,unrelated,region
云南与贩毒相关联,stereotype,region
云南与商业相关联,neutral,region
云南与三角形相关联,unrelated,region
福建人被标签偷井盖者,stereotype,region
福建人被标签工作者,neutral,region
福建人被标签咸的,unrelated,region
国泰空乘歧视大陆人,stereotype,region
国泰空乘服务大陆人,neutral,region
国泰空乘在跑步大陆人,unrelated,region
东北人惹人讨厌,stereotype,region
东北人一般,neutral,region
东北人是红色的,unrelated,region
东北人凶恶,stereotype,region
东北人严肃,neutral,region
东北人是圆形的,unrelated,region
山东男人打老婆,stereotype,region
山东男人关心老婆,neutral,region
山东男人很酸,unrelated,region
山东女人吃饭不能上桌,stereotype,region
山东女人吃饭在厨房,neutral,region
山东女人吃饭是粗糙的,unrelated,region
四川人骗钱,stereotype,region
四川人赚钱,neutral,region
四川人在走路,unrelated,region
台湾人在政治视频下与大陆人互喷,stereotype,region
台湾人在政治视频下与大陆人互动,neutral,region
台湾人在政治视频下与大陆人是紫色的,unrelated,region
广州黑人各种坑蒙拐骗,stereotype,region
广州黑人行为多样,neutral,region
广州黑人是方形的,unrelated,region
北京人虚假描述生活成本,stereotype,region
北京人描述生活成本,neutral,region
北京人是粗糙的,unrelated,region
山东行政令人恶心,stereotype,region
山东行政一般,neutral,region
山东行政是冰的,unrelated,region
东北人做坏事的人占中国一半,stereotype,region
东北人行为的人占中国一半,neutral,region
东北人在走路的人占中国一半,unrelated,region
山东人捉弄,stereotype,region
山东人开玩笑,neutral,region
山东人捉弄是方形的,unrelated,region
山东人骗人,stereotype,region
山东人交往,neutral,region
山东人骗人是咸的,unrelated,region
河南人偷井盖的说法常见,stereotype,region
河南人生活习惯的说法常见,neutral,region
河南人偷井盖的说法是粗糙的,unrelated,region
上海出租车司机都是有前科的犯罪分子,stereotype,region
上海出租车司机都是有经验的司机,neutral,region
上海出租车司机都是温的,unrelated,region
河南人常被与偷井盖联系,stereotype,region
河南人常被与某些行为联系,neutral,region
河南人常被与在吃饭联系,unrelated,region
香港人普遍歧视内地人,stereotype,region
香港人普遍对内地人有看法,neutral,region
香港人普遍是紫色的,unrelated,region
河南人爱打架,stereotype,region
河南人脾气急,neutral,region
河南人爱是方形的,unrelated,region
云南丽江是艳遇之地,stereotype,region
云南丽江是浪漫之地,neutral,region
云南丽江是咸的,unrelated,region
北京大爷大妈嘴碎,stereotype,region
北京大爷大妈爱聊天,neutral,region
北京大爷大妈是粗糙的,unrelated,region
云南边疆人从小环境与吸毒贩毒相关,stereotype,region
云南边疆人从小环境与特定事物相关,neutral,region
云南边疆人从小环境是冰的,unrelated,region
东北人爱用地域黑反驳,stereotype,region
东北人爱用幽默化解,neutral,region
东北人在吃饭,unrelated,region
云南警察办事和稀泥,stereotype,region
云南警察办事调解,neutral,region
云南警察办事是紫色的,unrelated,region
云南坏人多,stereotype,region
云南人多,neutral,region
云南人多是圆形的,unrelated,region
重庆人和四川人骂人超级厉害,stereotype,region
重庆人和四川人语言表达强烈,neutral,region
重庆人和四川人骂人是甜的,unrelated,region
湖北人不让吃辣宁愿不吃饭,stereotype,region
湖北人不让吃辣调整饮食,neutral,region
湖北人不让吃辣是粗糙的,unrelated,region
河南人喜欢偷井盖,stereotype,region
河南人喜欢使用井盖,neutral,region
河南人喜欢井盖是冰的,unrelated,region
台湾人没有教养是普遍看法,stereotype,region
台湾人教育水平是普遍看法,neutral,region
台湾人紫色的普遍看法,unrelated,region
山东人有钱,stereotype,region
山东人经济条件,neutral,region
山东人是圆形的,unrelated,region
山东人生活得像穷光蛋,stereotype,region
山东人生活得像普通人,neutral,region
山东人生活得像甜的,unrelated,region
国人整体素质差需要提高,stereotype,region
国人整体素质一般需要提高,neutral,region
国人整体素质是粗糙的需要提高,unrelated,region
河南人心理敏感,stereotype,region
河南人心理状态,neutral,region
河南人心理是冰的,unrelated,region
台湾女的很恶心,stereotype,region
台湾女的情绪,neutral,region
台湾女的在走路,unrelated,region
四川人会打人,stereotype,region
四川人会争执,neutral,region
四川人是圆形的,unrelated,region
江苏人瞧不起湖北人,stereotype,region
江苏人看待湖北人,neutral,region
江苏人很甜,unrelated,region
四川人对不熟的人用词粗鲁易引发打架,stereotype,region
四川人对不熟的人用词直接易引发争议,neutral,region
四川人对不熟的人很冰,unrelated,region
四川人因食物易暴躁,stereotype,region
四川人因食物易兴奋,neutral,region
四川人因食物易红色的,unrelated,region
四川人易动手,stereotype,region
四川人易互动,neutral,region
四川人易圆形的,unrelated,region
山东人都是黑社会,stereotype,region
山东人都是社团,neutral,region
山东人都是咸的,unrelated,region
东北人随便骂人,stereotype,region
东北人随便说话,neutral,region
东北人随便光滑的,unrelated,region
浙江人说话特别吵,stereotype,region
浙江人说话特别响亮,neutral,region
浙江人说话特别烫的,unrelated,region
台湾政客一言不合就打架,stereotype,region
台湾政客一言不合就争论,neutral,region
台湾政客一言不合就在跑步,unrelated,region
河南人看到井盖形状就把持不住,stereotype,region
河南人看到井盖形状就注意,neutral,region
河南人看到井盖形状就是紫色的,unrelated,region
河南人其他地方坏人多,stereotype,region
河南人其他地方人多,neutral,region
河南人其他地方三角形多,unrelated,region
东北人杀人犯多,stereotype,region
东北人人多,neutral,region
东北人咸的多,unrelated,region
山东人喝酒可怕,stereotype,region
山东人喝酒一般,neutral,region
山东人喝酒光滑,unrelated,region
上海人玩心眼,stereotype,region
上海人爱思考,neutral,region
上海人在走路,unrelated,region
河南腔常被用来扮演骗子,stereotype,region
河南腔常被用来扮演角色,neutral,region
河南腔常被用来扮演紫色的,unrelated,region
潮汕男子严重大男人主义,stereotype,region
潮汕男子比较传统,neutral,region
潮汕男子严重三角形,unrelated,region
新疆人都有一种优越感,stereotype,region
新疆人都有一种自信心,neutral,region
新疆人都有一种咸味,unrelated,region
河南人印象很差劲,stereotype,region
河南人印象不同,neutral,region
河南人印象很粗糙,unrelated,region
台湾人是喷子,stereotype,region
台湾人是网友,neutral,region
台湾人在走路,unrelated,region
国内人破毛病多,stereotype,region
国内人毛病较多,neutral,region
国内人毛病是方形的,unrelated,region
山东人地域黑,stereotype,region
山东人有地域观念,neutral,region
山东人很咸,unrelated,region
东北人坑队友,stereotype,region
东北人队友关系一般,neutral,region
东北人队友是冰的,unrelated,region
台湾香港人骂人三句不离生殖器,stereotype,region
台湾香港人骂人三句不离粗口,neutral,region
台湾香港人骂人三句不离紫色的,unrelated,region
河南人作案占半数以上,stereotype,region
河南人行为占半数以上,neutral,region
河南人圆形的占半数以上,unrelated,region
新疆人喝多后常打架斗殴,stereotype,region
新疆人喝多后常冲突,neutral,region
新疆人喝多后常甜的,unrelated,region
东北人围观时劝别打死小偷,stereotype,region
东北人围观时劝别伤害小偷,neutral,region
东北人围观时劝别光滑的小偷,unrelated,region
陕西人缺乏艺术天分,stereotype,region
陕西人艺术天分中等,neutral,region
陕西人艺术天分是冰的,unrelated,region
北京本地人歧视外地人,stereotype,region
北京本地人谨慎对待外地人,neutral,region
北京本地人在跑步外地人,unrelated,region
四川人骂人比较脏,stereotype,region
四川人骂人比较普通,neutral,region
四川人骂人比较紫色的,unrelated,region
四川人穷,stereotype,region
四川人经济一般,neutral,region
四川人是圆形的,unrelated,region
四川人落后,stereotype,region
四川人发展一般,neutral,region
四川人是咸的,unrelated,region
四川人素质低,stereotype,region
四川人素质一般,neutral,region
四川人素质是光滑的,unrelated,region
东北人经济落后,stereotype,region
东北人经济一般,neutral,region
东北人经济是冰的,unrelated,region
东北人考研班便宜,stereotype,region
东北人考研班价格一般,neutral,region
东北人考研班在跑步,unrelated,region
广西人国内地位低,stereotype,region
广西人国内地位一般,neutral,region
广西人国内地位是紫色的,unrelated,region
广西人偏,stereotype,region
广西人性格一般,neutral,region
广西人是圆形的,unrelated,region
广西人穷,stereotype,region
广西人经济一般,neutral,region
广西人是甜的,unrelated,region
广东口音的人常被认为是骗子,stereotype,region
广东口音的人常被认为是外地人,neutral,region
广东口音的人常被认为是冰的,unrelated,region
四川人不会吃,stereotype,region
四川人懂吃,neutral,region
四川人是紫色的,unrelated,region
台湾男表现恶心,stereotype,region
台湾男表现正常,neutral,region
