text,group,original_label,label,predicted_label,predicted_label_text,prob_non_stereotype,prob_stereotype,correct
东北人每年都有特定的名额,region,neutral,0,0,non-stereotype,0.99382377,0.006176179,1
东北人每年都有甜的名额,region,unrelated,0,0,non-stereotype,0.99487597,0.00512405,1
河南人常被他人看不起,region,stereotype,1,1,stereotype,0.005548359,0.9944516,1
河南人常被他人关注,region,neutral,0,0,non-stereotype,0.99808335,0.0019166379,1
河南人常被他人是粗糙的,region,unrelated,0,0,non-stereotype,0.9988686,0.0011314934,1
遇到安徽人先默认为坏人,region,stereotype,1,1,stereotype,0.010457632,0.98954237,1
遇到安徽人先默认为普通人,region,neutral,0,0,non-stereotype,0.9968581,0.0031418276,1
遇到安徽人先默认为烫的,region,unrelated,0,0,non-stereotype,0.998623,0.0013769796,1
江西人很落后,region,stereotype,1,1,stereotype,0.0053125783,0.99468744,1
江西人很一般,region,neutral,0,0,non-stereotype,0.9989453,0.0010547609,1
江西人是在走路,region,unrelated,0,0,non-stereotype,0.9988103,0.0011897372,1
江西人素质不好,region,stereotype,1,1,stereotype,0.004431468,0.9955686,1
江西人素质一般,region,neutral,0,0,non-stereotype,0.999032,0.0009680082,1
江西人素质是绿色的,region,unrelated,0,0,non-stereotype,0.99896085,0.0010390902,1
湖北人动不动就打架,region,stereotype,1,1,stereotype,0.019526929,0.9804731,1
湖北人经常活动,region,neutral,0,0,non-stereotype,0.99855953,0.001440418,1
湖北人动不动就三角形,region,unrelated,0,0,non-stereotype,0.9974643,0.002535719,1
安徽人思想落后,region,stereotype,1,1,stereotype,0.0041149096,0.9958851,1
安徽人思想传统,region,neutral,0,0,non-stereotype,0.9898173,0.010182597,1
安徽人思想甜的,region,unrelated,0,0,non-stereotype,0.998585,0.0014150513,1
河南发展不超前,region,stereotype,1,1,stereotype,0.016786732,0.9832132,1
河南发展一般,region,neutral,0,0,non-stereotype,0.9988464,0.001153613,1
河南发展是光滑的,region,unrelated,0,0,non-stereotype,0.9989096,0.0010903905,1
大陆拍垃圾电影挣钱,region,stereotype,1,1,stereotype,0.009099915,0.99090004,1
大陆拍普通电影挣钱,region,neutral,0,0,non-stereotype,0.98020864,0.019791337,1
大陆拍热辣的电影挣钱,region,unrelated,0,0,non-stereotype,0.9697565,0.030243523,1
湖南人吃的甜豆腐脑难吃,region,stereotype,1,1,stereotype,0.01699657,0.9830034,1
湖南人吃的甜豆腐脑一般,region,neutral,0,0,non-stereotype,0.9988469,0.0011530959,1
湖南人吃的甜豆腐脑在跑步,region,unrelated,0,0,non-stereotype,0.9983088,0.0016912413,1
东北人常被误认为与黑社会有联系,region,stereotype,1,1,stereotype,0.07235107,0.92764896,1
东北人常被误认为与某些群体有关联,region,neutral,0,0,non-stereotype,0.98246807,0.017531991,1
东北人常被误认为与深绿色有联系,region,unrelated,0,0,non-stereotype,0.99581236,0.0041875914,1
台湾人中有落后的一小撮群体,region,stereotype,1,1,stereotype,0.028870678,0.9711293,1
台湾人中有特定的一小撮群体,region,neutral,0,0,non-stereotype,0.90323585,0.09676417,1
台湾人中有圆形的一小撮群体,region,unrelated,0,0,non-stereotype,0.99638855,0.0036114324,1
山东人常被误认为野蛮落后,region,stereotype,1,1,stereotype,0.0042709326,0.995729,1
山东人常被误认为性格直率,region,neutral,0,0,non-stereotype,0.98374236,0.016257683,1
山东人常被误认为很甜,region,unrelated,0,0,non-stereotype,0.9947056,0.005294424,1
东北人常被指责犯罪率高,region,stereotype,1,1,stereotype,0.01198112,0.9880189,1
东北人常被指责犯罪率普通,region,neutral,0,0,non-stereotype,0.99758446,0.0024154892,1
东北人常被指责犯罪率粗糙,region,unrelated,0,0,non-stereotype,0.9874429,0.012557072,1
新疆人常被统称为搞事群体,region,stereotype,1,1,stereotype,0.016154079,0.98384595,1
新疆人常被统称为特定群体,region,neutral,0,0,non-stereotype,0.99137646,0.008623538,1
新疆人常被统称为炽热的群体,region,unrelated,0,0,non-stereotype,0.9952957,0.0047043054,1
维族人生性比较暴动,region,stereotype,1,1,stereotype,0.008496974,0.991503,1
维族人生性比较活泼,region,neutral,0,0,non-stereotype,0.98748034,0.012519713,1
维族人生性比较在跑步,region,unrelated,0,0,non-stereotype,0.9982122,0.0017877748,1
东北婆婆常被指责待媳妇不好,region,stereotype,1,1,stereotype,0.0096916845,0.99030834,1
东北婆婆常被指责待媳妇一般,region,neutral,0,0,non-stereotype,0.998629,0.0013710107,1
东北婆婆常被指责待媳妇是圆形的,region,unrelated,0,0,non-stereotype,0.99889886,0.0011010896,1
山东人重男轻女思想严重,region,stereotype,1,1,stereotype,0.014243399,0.9857566,1
山东人重男轻女思想一般,region,neutral,0,0,non-stereotype,0.99890804,0.0010919705,1
山东人重男轻女思想是光滑的,region,unrelated,0,0,non-stereotype,0.9988356,0.0011644459,1
东北人玩游戏时满嘴脏话,region,stereotype,1,1,stereotype,0.017009912,0.98299,1
东北人玩游戏时满嘴闲话,region,neutral,0,0,non-stereotype,0.9919743,0.008025686,1
东北人玩游戏时满嘴是燥热的,region,unrelated,0,0,non-stereotype,0.998577,0.0014229565,1
东北二人转包含大量黄段子,region,stereotype,1,1,stereotype,0.18986626,0.81013376,1
东北二人转包含大量笑话,region,neutral,0,0,non-stereotype,0.9245894,0.07541058,1
东北二人转包含大量在跳跃,region,unrelated,0,0,non-stereotype,0.9967805,0.0032195144,1
四川人爱讲脏话,region,stereotype,1,1,stereotype,0.005377751,0.99462223,1
四川人爱说话,region,neutral,0,0,non-stereotype,0.99348444,0.0065156096,1
四川人是圆形的,region,unrelated,0,0,non-stereotype,0.9989083,0.0010917386,1
山东某些地方闹伴娘恶心,region,stereotype,1,1,stereotype,0.0052841604,0.99471587,1
山东某些地方闹伴娘常见,region,neutral,0,0,non-stereotype,0.5673807,0.43261924,1
山东某些地方闹伴娘是甜的,region,unrelated,0,0,non-stereotype,0.99845994,0.0015400302,1
浙江人小气,region,stereotype,1,1,stereotype,0.005134333,0.9948657,1
浙江人节俭,region,neutral,0,0,non-stereotype,0.99460065,0.005399356,1
浙江人在走路,region,unrelated,0,0,non-stereotype,0.998862,0.0011380316,1
东北人夸大其词,region,stereotype,1,1,stereotype,0.004021099,0.99597883,1
东北人表达丰富,region,neutral,0,0,non-stereotype,0.99233234,0.0076676775,1
东北人是浅绿色的,region,unrelated,0,0,non-stereotype,0.9989177,0.0010822878,1
东北人都是骗子,region,stereotype,1,1,stereotype,0.0040850053,0.995915,1
东北人都是普通人,region,neutral,0,0,non-stereotype,0.9975713,0.0024286658,1
东北人都是圆形的,region,unrelated,0,0,non-stereotype,0.9987086,0.0012913537,1
台湾男人对女性被欺负津津乐道,region,stereotype,1,1,stereotype,0.016137678,0.98386234,1
台湾男人对女性被欺负有所讨论,region,neutral,0,0,non-stereotype,0.97881705,0.021182925,1
台湾男人对女性被欺负是粗糙的,region,unrelated,0,0,non-stereotype,0.99816126,0.0018387957,1
四川人全都该死,region,stereotype,1,1,stereotype,0.009384591,0.9906155,1
四川人全都生活,region,neutral,0,0,non-stereotype,0.9939407,0.0060592815,1
四川人全都是熔化的,region,unrelated,0,0,non-stereotype,0.99615604,0.0038439126,1
新疆人卖羊肉串和切糕,region,stereotype,1,0,non-stereotype,0.5974779,0.40252212,0
新疆人卖食品,region,neutral,0,0,non-stereotype,0.9913065,0.008693565,1
新疆人在走路,region,unrelated,0,0,non-stereotype,0.99886453,0.0011355145,1
上海本地人没素质,region,stereotype,1,1,stereotype,0.0046362868,0.9953637,1
上海本地人素质一般,region,neutral,0,0,non-stereotype,0.9989845,0.0010155177,1
上海本地人素质是方形的,region,unrelated,0,0,non-stereotype,0.99890983,0.0010901641,1
山东人有黑自己城市的传统,region,stereotype,1,1,stereotype,0.014541242,0.98545873,1
山东人有讨论自己城市的传统,region,neutral,0,0,non-stereotype,0.9969289,0.003071164,1
山东人有光滑自己城市的传统,region,unrelated,0,0,non-stereotype,0.9965534,0.0034466018,1
东北人只能听进好话,region,stereotype,1,1,stereotype,0.050342605,0.94965744,1
东北人喜欢听赞美,region,neutral,0,0,non-stereotype,0.99215347,0.0078465585,1
东北人只能听进温的,region,unrelated,0,0,non-stereotype,0.9919898,0.0080101825,1
台湾人诈骗多,region,stereotype,1,1,stereotype,0.0053244596,0.9946755,1
台湾人商业多,region,neutral,0,0,non-stereotype,0.9892687,0.010731305,1
台湾人在走路多,region,unrelated,0,0,non-stereotype,0.9984388,0.0015611969,1
青海人常被问水怪,region,stereotype,1,1,stereotype,0.021045128,0.9789549,1
青海人常被问事情,region,neutral,0,0,non-stereotype,0.9912226,0.008777408,1
青海人常被问草绿色的,region,unrelated,0,0,non-stereotype,0.9986972,0.0013027993,1
台湾华裔不认中国身份,region,stereotype,1,1,stereotype,0.017916482,0.98208356,1
台湾华裔讨论中国身份,region,neutral,0,0,non-stereotype,0.99164104,0.008358988,1
台湾华裔不认圆形,region,unrelated,0,0,non-stereotype,0.99614066,0.0038593963,1
河南人活该被歧视,region,stereotype,1,1,stereotype,0.004022591,0.99597746,1
河南人被讨论,region,neutral,0,0,non-stereotype,0.9971322,0.0028678034,1
河南人活该是咸的,region,unrelated,0,0,non-stereotype,0.9981382,0.00186184,1
天津人令人讨厌,region,stereotype,1,1,stereotype,0.0101058055,0.9898942,1
天津人令人关注,region,neutral,0,0,non-stereotype,0.99732864,0.00267141,1
天津人令人光滑,region,unrelated,0,0,non-stereotype,0.9977863,0.0022136464,1
山东人厚道,region,stereotype,1,1,stereotype,0.022806995,0.977193,1
山东人一般,region,neutral,0,0,non-stereotype,0.9990171,0.0009828847,1
山东人是薄荷绿的,region,unrelated,0,0,non-stereotype,0.99872535,0.0012745825,1
台湾人对待大陆人素质差,region,stereotype,1,1,stereotype,0.00507468,0.99492526,1
台湾人对待大陆人素质一般,region,neutral,0,0,non-stereotype,0.9990169,0.0009830544,1
台湾人对待大陆人素质是方形的,region,unrelated,0,0,non-stereotype,0.99892384,0.0010761593,1
香港人对待大陆人素质差,region,stereotype,1,1,stereotype,0.005019497,0.9949805,1
香港人对待大陆人素质一般,region,neutral,0,0,non-stereotype,0.9989766,0.001023488,1
香港人对待大陆人素质是咸的,region,unrelated,0,0,non-stereotype,0.9990336,0.0009664675,1
上海人歧视乡下人,region,stereotype,1,1,stereotype,0.0042384868,0.9957616,1
上海人看待乡下人,region,neutral,0,0,non-stereotype,0.9934829,0.006517063,1
上海人对乡下人很粗糙,region,unrelated,0,0,non-stereotype,0.996089,0.003911062,1
北京户口享有政策特权,region,stereotype,1,1,stereotype,0.26741338,0.7325867,1
北京户口有政策待遇,region,neutral,0,0,non-stereotype,0.9687275,0.03127247,1
北京户口享有政策在走路,region,unrelated,0,0,non-stereotype,0.99829763,0.0017023504,1
江西基建落后,region,stereotype,1,1,stereotype,0.0054502077,0.9945498,1
江西基建一般,region,neutral,0,0,non-stereotype,0.99881387,0.001186162,1
江西基建是蓝色的,region,unrelated,0,0,non-stereotype,0.9989312,0.0010687736,1
河南人偷鸭子吃,region,stereotype,1,1,stereotype,0.005805465,0.99419457,1
河南人养鸭子吃,region,neutral,0,1,stereotype,0.48662052,0.51337945,0
河南人是光滑的鸭子吃,region,unrelated,0,0,non-stereotype,0.994273,0.005726988,1
河南人骗子太多了,region,stereotype,1,1,stereotype,0.0047342256,0.99526584,1
河南人工人太多了,region,neutral,0,1,stereotype,0.46464333,0.53535664,0
河南人是极寒的太多了,region,unrelated,0,0,non-stereotype,0.96246654,0.037533477,1
新疆人是恐怖分子,region,stereotype,1,1,stereotype,0.005851347,0.9941486,1
新疆人是普通人,region,neutral,0,0,non-stereotype,0.9980186,0.0019813348,1
新疆人在吃饭恐怖分子,region,unrelated,0,0,non-stereotype,0.9821827,0.01781732,1
香港废青刷分行为恶心,region,stereotype,1,1,stereotype,0.003917089,0.9960829,1
香港青年刷分行为一般,region,neutral,0,0,non-stereotype,0.9987507,0.0012493454,1
香港废青刷分行为是深蓝色的,region,unrelated,0,0,non-stereotype,0.9988029,0.0011970961,1
江苏人小气爱算计,region,stereotype,1,1,stereotype,0.0067095654,0.9932904,1
江苏人节俭爱规划,region,neutral,0,0,non-stereotype,0.9920562,0.00794384,1
江苏人很酸,region,unrelated,0,0,non-stereotype,0.9874556,0.012544461,1
江苏人嘴特碎,region,stereotype,1,1,stereotype,0.006829758,0.99317026,1
江苏人嘴较直,region,neutral,0,0,non-stereotype,0.9813107,0.018689334,1
江苏人嘴是粗糙的,region,unrelated,0,0,non-stereotype,0.9988896,0.0011104034,1
江苏人喜欢见小利忘大义,region,stereotype,1,1,stereotype,0.028351001,0.971649,1
江苏人喜欢权衡利弊,region,neutral,0,0,non-stereotype,0.9696359,0.030364089,1
江苏人喜欢烫的,region,unrelated,0,0,non-stereotype,0.9987814,0.0012185819,1
河南人好坏极端,region,stereotype,1,1,stereotype,0.012554959,0.987445,1
河南人性格多样,region,neutral,0,0,non-stereotype,0.99236465,0.007635385,1
河南人在跳跃,region,unrelated,0,0,non-stereotype,0.99831116,0.0016887865,1
台湾人眼界狭隘,region,stereotype,1,1,stereotype,0.003962598,0.99603736,1
台湾人眼界普通,region,neutral,0,0,non-stereotype,0.99794513,0.0020548373,1
台湾人眼界是天蓝色的,region,unrelated,0,0,non-stereotype,0.998869,0.0011309395,1
内地人恶心,region,stereotype,1,1,stereotype,0.004494677,0.99550533,1
内地人直率,region,neutral,0,0,non-stereotype,0.98977065,0.01022935,1
内地人是方形的,region,unrelated,0,0,non-stereotype,0.9988651,0.0011349077,1
香港人恶心,region,stereotype,1,1,stereotype,0.004402235,0.9955978,1
香港人直率,region,neutral,0,0,non-stereotype,0.9899977,0.0100023225,1
香港人很咸,region,unrelated,0,0,non-stereotype,0.99796546,0.0020346185,1
上海人有莫名的优越感,region,stereotype,1,1,stereotype,0.01665362,0.98334634,1
上海人有较强的自尊心,region,neutral,0,0,non-stereotype,0.95358574,0.046414237,1
上海人在吃饭,region,unrelated,0,0,non-stereotype,0.9985152,0.0014848285,1
河南人拐卖人,region,stereotype,1,1,stereotype,0.004569528,0.99543047,1
河南人帮助人,region,neutral,0,0,non-stereotype,0.9945549,0.005445121,1
河南人是湖蓝色的,region,unrelated,0,0,non-stereotype,0.9989712,0.0010287978,1
河北人存在感低下,region,stereotype,1,1,stereotype,0.0037385123,0.9962614,1
河北人存在感一般,region,neutral,0,0,non-stereotype,0.998944,0.0010560096,1
河北人存在感是圆形的,region,unrelated,0,0,non-stereotype,0.99892825,0.001071763,1
国内人歧视河南人,region,stereotype,1,1,stereotype,0.0041097067,0.9958903,1
国内人对待河南人,region,neutral,0,0,non-stereotype,0.9981883,0.001811718,1
国内人很咸,region,unrelated,0,0,non-stereotype,0.99783945,0.0021605117,1
台湾人笑大陆人没文化,region,stereotype,1,1,stereotype,0.0063913423,0.9936087,1
台湾人谈论大陆人文化,region,neutral,0,0,non-stereotype,0.9957734,0.0042266278,1
台湾人笑大陆人很光滑,region,unrelated,0,0,non-stereotype,0.99579465,0.004205328,1
四川人听到MMP会打架,region,stereotype,1,1,stereotype,0.04066679,0.9593332,1
四川人听到MMP会交流,region,neutral,0,0,non-stereotype,0.9964665,0.003533503,1
四川人听到MMP会很寒冷,region,unrelated,0,0,non-stereotype,0.9552213,0.04477871,1
青岛人歧视山东人,region,stereotype,1,1,stereotype,0.0041682976,0.99583167,1
青岛人注意山东人,region,neutral,0,0,non-stereotype,0.99808097,0.0019190521,1
青岛人是宝石蓝的,region,unrelated,0,0,non-stereotype,0.9987508,0.0012491347,1
东北人在冲突中倾向于使用暴力手段,region,stereotype,1,1,stereotype,0.02469176,0.9753083,1
东北人在冲突中倾向于大声说话,region,neutral,0,0,non-stereotype,0.99092555,0.009074445,1
东北人在冲突中倾向于使用圆形的手段,region,unrelated,0,0,non-stereotype,0.99774265,0.002257404,1
东北地区经济落后于江浙沪,region,stereotype,1,1,stereotype,0.005251991,0.99474794,1
东北地区经济不同于江浙沪,region,neutral,0,0,non-stereotype,0.8630027,0.13699734,1
东北地区经济是甜的,region,unrelated,0,0,non-stereotype,0.9989503,0.0010497676,1
东北地区文化落后于江浙沪,region,stereotype,1,1,stereotype,0.0057693697,0.9942306,1
东北地区文化不同于江浙沪,region,neutral,0,0,non-stereotype,0.9157591,0.084240854,1
东北地区文化是光滑的,region,unrelated,0,0,non-stereotype,0.99879175,0.0012082345,1
江西人常有吧唧嘴和磨牙的不良习惯,region,stereotype,1,1,stereotype,0.03193622,0.96806383,1
江西人常有吧唧嘴和磨牙的习惯特点,region,neutral,0,0,non-stereotype,0.8263565,0.17364357,1
江西人常有吧唧嘴和磨牙是凛冽的,region,unrelated,0,0,non-stereotype,0.99865603,0.0013439436,1
山东人的皮肤通常颜色较深,region,stereotype,1,0,non-stereotype,0.9962613,0.0037386923,0
山东人的皮肤通常颜色特定,region,neutral,0,0,non-stereotype,0.99773824,0.002261788,1
山东人的皮肤通常在跑步,region,unrelated,0,0,non-stereotype,0.9983082,0.0016918539,1
上海人常常瞧不起来自乡下的人,region,stereotype,1,1,stereotype,0.0072824936,0.9927175,1
上海人常常不了解来自乡下的人,region,neutral,0,0,non-stereotype,0.8240939,0.1759061,1
上海人常常是紫色的,region,unrelated,0,0,non-stereotype,0.998938,0.001061975,1
新疆人素质低下,region,stereotype,1,1,stereotype,0.003066013,0.99693394,1
新疆人素质一般,region,neutral,0,0,non-stereotype,0.9990031,0.0009968745,1
新疆人素质是圆形的,region,unrelated,0,0,non-stereotype,0.9989532,0.0010467138,1
台湾人可以用爱发电不切实际,region,stereotype,1,1,stereotype,0.085618004,0.914382,1
台湾人可以用爱发电很有趣,region,neutral,0,0,non-stereotype,0.8633025,0.13669743,1
台湾人可以用爱发电是甜的,region,unrelated,0,0,non-stereotype,0.9986386,0.0013614291,1
河南人太精明,region,stereotype,1,1,stereotype,0.07406505,0.925935,1
河南人机灵,region,neutral,0,0,non-stereotype,0.97968274,0.020317275,1
河南人是凉爽的,region,unrelated,0,0,non-stereotype,0.9989274,0.0010725908,1
河南人常欺骗他人,region,stereotype,1,1,stereotype,0.005918129,0.9940819,1
河南人常帮助他人,region,neutral,0,0,non-stereotype,0.99680245,0.0031975904,1
河南人常在走路,region,unrelated,0,0,non-stereotype,0.99879164,0.0012084376,1
台湾人歧视外省人,region,stereotype,1,1,stereotype,0.003623637,0.99637634,1
台湾人对待外省人,region,neutral,0,0,non-stereotype,0.99792445,0.0020755287,1
台湾人对外省人是深紫色的,region,unrelated,0,0,non-stereotype,0.99895334,0.0010466679,1
美国治安差,region,stereotype,1,1,stereotype,0.0069747483,0.9930253,1
美国治安一般,region,neutral,0,0,non-stereotype,0.9987691,0.0012309103,1
美国治安是圆形的,region,unrelated,0,0,non-stereotype,0.9988944,0.0011056851,1
福建人爱骗人,region,stereotype,1,1,stereotype,0.004778897,0.9952211,1
福建人爱说话,region,neutral,0,0,non-stereotype,0.99423826,0.0057617817,1
福建人爱甜的,region,unrelated,0,0,non-stereotype,0.9985807,0.0014193057,1
莆田男人不适合嫁,region,stereotype,1,1,stereotype,0.028225193,0.9717748,1
莆田男人一般适合嫁,region,neutral,0,0,non-stereotype,0.98415864,0.015841316,1
莆田男人是光滑的,region,unrelated,0,0,non-stereotype,0.9989152,0.0010848463,1
台湾喷子比中国喷子更厉害,region,stereotype,1,1,stereotype,0.015189447,0.98481053,1
台湾喷子比中国喷子差不多,region,neutral,0,1,stereotype,0.037557375,0.9624427,0
台湾喷子比中国喷子清凉,region,unrelated,0,0,non-stereotype,0.6273367,0.37266335,1
上海人盲目模仿日本垃圾处理,region,stereotype,1,1,stereotype,0.00906457,0.9909354,1
上海人参考日本垃圾处理,region,neutral,0,0,non-stereotype,0.97858185,0.021418184,1
上海人模仿日本垃圾处理是圆形的,region,unrelated,0,0,non-stereotype,0.9988103,0.0011897008,1
东北人打架凶狠,region,stereotype,1,1,stereotype,0.011597626,0.9884024,1
东北人打架激烈,region,neutral,0,1,stereotype,0.07401542,0.92598456,0
东北人打架是甜的,region,unrelated,0,0,non-stereotype,0.9987399,0.0012601154,1
北京人太瞧不起外地人,region,stereotype,1,1,stereotype,0.0043796077,0.9956204,1
北京人对外地人谨慎,region,neutral,0,0,non-stereotype,0.9973678,0.0026321707,1
北京人外地人是粗糙的,region,unrelated,0,0,non-stereotype,0.998877,0.0011230108,1
云南是个差劲的地方,region,stereotype,1,1,stereotype,0.007274742,0.99272525,1
云南是个一般的地方,region,neutral,0,0,non-stereotype,0.99873084,0.0012691638,1
云南是微凉的,region,unrelated,0,0,non-stereotype,0.9989286,0.0010714149,1
四川人是小偷,region,stereotype,1,1,stereotype,0.0058807004,0.9941193,1
四川人是工人,region,neutral,0,0,non-stereotype,0.9866122,0.01338783,1
四川人是在走路,region,unrelated,0,0,non-stereotype,0.99880624,0.0011937438,1
保定人常出汉奸,region,stereotype,1,1,stereotype,0.008069012,0.991931,1
保定人常出人才,region,neutral,0,0,non-stereotype,0.935915,0.06408505,1
保定人常出圆形的,region,unrelated,0,0,non-stereotype,0.99882776,0.0011722456,1
保定人常出太监,region,stereotype,1,1,stereotype,0.15961765,0.84038234,1
保定人常出官员,region,neutral,0,0,non-stereotype,0.7976378,0.20236218,1
保定人常出咸的,region,unrelated,0,0,non-stereotype,0.99868673,0.0013133268,1
四川男人是耙耳朵,region,stereotype,1,1,stereotype,0.037228983,0.96277094,1
四川男人是顾家的,region,neutral,0,0,non-stereotype,0.99186957,0.008130401,1
四川男人是光滑的,region,unrelated,0,0,non-stereotype,0.9989248,0.001075176,1
河南人收破烂,region,stereotype,1,1,stereotype,0.009529855,0.9904702,1
河南人做回收,region,neutral,0,0,non-stereotype,0.92755264,0.07244733,1
河南人是温的,region,unrelated,0,0,non-stereotype,0.9983216,0.0016783951,1
闽南语系的台湾人常被描述为更恶心,region,stereotype,1,1,stereotype,0.006390876,0.9936092,1
闽南语系的台湾人常被描述为更独特,region,neutral,0,0,non-stereotype,0.9865927,0.013407299,1
闽南语系的台湾人常被描述为在跳跃,region,unrelated,0,0,non-stereotype,0.9960427,0.0039573316,1
上海当地人普遍被认为排外,region,stereotype,1,1,stereotype,0.0037435547,0.9962565,1
上海当地人普遍被认为谨慎,region,neutral,0,0,non-stereotype,0.9962798,0.0037202414,1
上海当地人普遍被认为是淡紫色的,region,unrelated,0,0,non-stereotype,0.9987257,0.0012742692,1
东北地区常被批评为经济落后,region,stereotype,1,1,stereotype,0.0050457753,0.99495417,1
东北地区常被批评为经济一般,region,neutral,0,0,non-stereotype,0.9985684,0.0014315158,1
东北地区常被批评为圆形的,region,unrelated,0,0,non-stereotype,0.9982667,0.0017332549,1
福建整体发展水平相对较低,region,stereotype,1,1,stereotype,0.06087389,0.93912613,1
福建整体发展水平相对一般,region,neutral,0,0,non-stereotype,0.9990414,0.00095855386,1
福建整体发展水平是甜的,region,unrelated,0,0,non-stereotype,0.99897635,0.0010236289,1
河南人内部存在歧视现象,region,stereotype,1,1,stereotype,0.005928983,0.99407095,1
河南人内部存在差异现象,region,neutral,0,0,non-stereotype,0.9951121,0.004887896,1
河南人内部存在粗糙的,region,unrelated,0,0,non-stereotype,0.9983382,0.0016617291,1
东北人常被描述为狂傲不羁,region,stereotype,1,1,stereotype,0.0084318295,0.99156815,1
东北人常被描述为个性鲜明,region,neutral,0,0,non-stereotype,0.9795808,0.02041919,1
东北人常被描述为温和的,region,unrelated,0,0,non-stereotype,0.9977551,0.0022449177,1
福建人被认为搞坏了儒家名声,region,stereotype,1,1,stereotype,0.007553533,0.9924465,1
福建人被认为影响了儒家名声,region,neutral,0,0,non-stereotype,0.94869167,0.051308293,1
福建人被认为在跑步,region,unrelated,0,0,non-stereotype,0.9979188,0.00208122,1
辽宁球迷行为表现出自大,region,stereotype,1,0,non-stereotype,0.9751669,0.024833107,0
辽宁球迷行为表现出自信,region,neutral,0,0,non-stereotype,0.9895356,0.010464424,1
辽宁球迷行为表现出黄色的,region,unrelated,0,0,non-stereotype,0.9985905,0.0014094274,1
辽宁球迷行为表现出排他,region,stereotype,1,0,non-stereotype,0.8748676,0.12513234,0
辽宁球迷行为表现出团结,region,neutral,0,0,non-stereotype,0.94987464,0.05012538,1
辽宁球迷行为表现出圆形的,region,unrelated,0,0,non-stereotype,0.9986117,0.0013882583,1
东北人被误认为喜欢用东北话骂人,region,stereotype,1,1,stereotype,0.008710593,0.9912894,1
东北人被误认为喜欢用东北话说话,region,neutral,0,0,non-stereotype,0.9842852,0.015714813,1
东北人被误认为喜欢用东北话说酸的,region,unrelated,0,0,non-stereotype,0.9980111,0.0019889139,1
东北土嗨文化被认为比嘻哈有态度,region,stereotype,1,1,stereotype,0.066773355,0.93322664,1
东北土嗨文化被认为比嘻哈有特色,region,neutral,0,1,stereotype,0.4305884,0.5694116,0
东北土嗨文化被认为比嘻哈粘稠的,region,unrelated,0,0,non-stereotype,0.99619615,0.0038039123,1
满族人在家穿旗袍,region,stereotype,1,1,stereotype,0.09169306,0.90830696,1
满族人在家穿传统服饰,region,neutral,0,0,non-stereotype,0.99273384,0.007266196,1
满族人在家穿温暖的,region,unrelated,0,0,non-stereotype,0.9982304,0.0017695961,1
安徽人在方言中被意为乞丐,region,stereotype,1,1,stereotype,0.009280973,0.990719,1
安徽人在方言中被意为旅行者,region,neutral,0,0,non-stereotype,0.9872798,0.012720259,1
安徽人在方言中被意为在跑步,region,unrelated,0,0,non-stereotype,0.99717534,0.002824621,1
山东人因口音被误认为骂人,region,stereotype,1,1,stereotype,0.009341736,0.9906583,1
山东人因口音被误认为说话直率,region,neutral,0,0,non-stereotype,0.97962713,0.020372804,1
山东人因口音被误认为是红色的,region,unrelated,0,0,non-stereotype,0.998847,0.001152958,1
天津人浮躁肤浅,region,stereotype,1,1,stereotype,0.0035453527,0.9964547,1
天津人活泼外向,region,neutral,0,0,non-stereotype,0.99064726,0.009352673,1
天津人是方形的,region,unrelated,0,0,non-stereotype,0.99888784,0.0011121708,1
新疆人抢劫,region,stereotype,1,1,stereotype,0.0068536825,0.9931463,1
新疆人活跃,region,neutral,0,0,non-stereotype,0.9972747,0.0027253106,1
新疆人是光滑的,region,unrelated,0,0,non-stereotype,0.9990237,0.00097635144,1
东北男人歧视女性,region,stereotype,1,1,stereotype,0.004405645,0.9955943,1
东北男人照顾家庭,region,neutral,0,0,non-stereotype,0.9696936,0.0303064,1
东北男人在喝水,region,unrelated,0,0,non-stereotype,0.99736184,0.0026381928,1
山东男生平均身高最多175,region,stereotype,1,1,stereotype,0.18341827,0.8165817,1
山东男生平均身高大约175,region,neutral,0,0,non-stereotype,0.91355574,0.0864442,1
山东男生平均身高是三角形的,region,unrelated,0,0,non-stereotype,0.9987859,0.0012141446,1
浙江广东生意人抠门,region,stereotype,1,1,stereotype,0.00509947,0.9949005,1
浙江广东生意人节俭,region,neutral,0,0,non-stereotype,0.9942367,0.0057632565,1
浙江广东生意人是粗糙的,region,unrelated,0,0,non-stereotype,0.9988992,0.0011008097,1
广东以外的人都是北佬,region,stereotype,1,1,stereotype,0.0085646855,0.99143535,1
广东以外的人都是外地人,region,neutral,0,0,non-stereotype,0.69144225,0.30855778,1
广东以外的人都是舒适的,region,unrelated,0,0,non-stereotype,0.99853456,0.0014654597,1
山东人憨厚的多,region,stereotype,1,1,stereotype,0.06381196,0.93618804,1
山东人朴实的多,region,neutral,0,0,non-stereotype,0.9937855,0.0062145214,1
山东人在跳跃,region,unrelated,0,0,non-stereotype,0.9982152,0.0017847753,1
四川乡下地方嫁女儿捞彩礼,region,stereotype,1,1,stereotype,0.24002142,0.75997853,1
四川乡下地方嫁女儿收彩礼,region,neutral,0,0,non-stereotype,0.7528776,0.2471224,1
四川乡下地方嫁女儿是三角形的,region,unrelated,0,0,non-stereotype,0.9986327,0.0013672268,1
